date,season,home_team,away_team,home_goals,away_goals,result
"2011-10-26","2011/2012","Cesena","Cagliari","1","1","X"
"2011-10-26","2011/2012","Chievo","Bologna","0","1","2"
"2011-10-26","2011/2012","Genoa","Roma","2","1","1"
"2011-10-26","2011/2012","Lazio","Catania","1","1","X"
"2011-10-26","2011/2012","Milan","Parma","4","1","1"
"2011-10-26","2011/2012","Napoli","Udinese","2","0","1"
"2011-10-26","2011/2012","Novara","Siena","1","1","X"
"2011-10-27","2011/2012","Palermo","Lecce","2","0","1"
"2011-10-29","2011/2012","Catania","Napoli","2","1","1"
"2011-10-29","2011/2012","Inter","Juventus","1","2","2"
"2011-10-29","2011/2012","Roma","Milan","2","3","2"
"2011-10-30","2011/2012","Bologna","Atalanta","3","1","1"
"2011-10-30","2011/2012","Cagliari","Lazio","0","3","2"
"2011-10-30","2011/2012","Fiorentina","Genoa","1","0","1"
"2011-10-30","2011/2012","Lecce","Novara","1","1","X"
"2011-10-30","2011/2012","Parma","Cesena","2","0","1"
"2011-10-30","2011/2012","Siena","Chievo","4","1","1"
"2011-10-30","2011/2012","Udinese","Palermo","1","0","1"
"2011-11-05","2011/2012","Novara","Roma","0","2","2"
"2011-11-05","2011/2012","Palermo","Bologna","3","1","1"
"2011-11-06","2011/2012","Atalanta","Cagliari","1","0","1"
"2011-11-06","2011/2012","Cesena","Lecce","0","1","2"
"2011-11-06","2011/2012","Chievo","Fiorentina","1","0","1"
"2011-11-06","2011/2012","Lazio","Parma","1","0","1"
"2011-11-06","2011/2012","Milan","Catania","4","0","1"
"2011-11-06","2011/2012","Udinese","Siena","2","1","1"
"2011-11-19","2011/2012","Fiorentina","Milan","0","0","X"
"2011-11-19","2011/2012","Inter","Cagliari","2","1","1"
"2011-11-19","2011/2012","Napoli","Lazio","0","0","X"
"2011-11-20","2011/2012","Bologna","Cesena","0","1","2"
"2011-11-20","2011/2012","Catania","Chievo","1","2","2"
"2011-11-20","2011/2012","Genoa","Novara","1","0","1"
"2011-11-20","2011/2012","Juventus","Palermo","3","0","1"
"2011-11-20","2011/2012","Parma","Udinese","2","0","1"
"2011-11-20","2011/2012","Roma","Lecce","2","1","1"
"2011-11-20","2011/2012","Siena","Atalanta","2","2","X"
"2011-11-25","2011/2012","Udinese","Roma","2","0","1"
"2011-11-26","2011/2012","Atalanta","Napoli","1","1","X"
"2011-11-26","2011/2012","Lazio","Juventus","0","1","2"
"2011-11-26","2011/2012","Lecce","Catania","0","1","2"
"2011-11-26","2011/2012","Novara","Parma","2","1","1"
"2011-11-27","2011/2012","Cagliari","Bologna","1","1","X"
"2011-11-27","2011/2012","Cesena","Genoa","2","0","1"
"2011-11-27","2011/2012","Milan","Chievo","4","0","1"
"2011-11-27","2011/2012","Palermo","Fiorentina","2","0","1"
"2011-11-27","2011/2012","Siena","Inter","0","1","2"
"2011-11-29","2011/2012","Napoli","Juventus","3","3","X"
"2011-12-02","2011/2012","Genoa","Milan","0","2","2"
"2011-12-03","2011/2012","Inter","Udinese","0","1","2"
"2011-12-03","2011/2012","Napoli","Lecce","4","2","1"
"2011-12-04","2011/2012","Bologna","Siena","1","0","1"
"2011-12-04","2011/2012","Catania","Cagliari","0","1","2"
"2011-12-04","2011/2012","Chievo","Atalanta","0","0","X"
"2011-12-04","2011/2012","Fiorentina","Roma","3","0","1"
"2011-12-04","2011/2012","Juventus","Cesena","2","0","1"
"2011-12-04","2011/2012","Parma","Palermo","0","0","X"
"2011-12-05","2011/2012","Lazio","Novara","3","0","1"
"2011-12-10","2011/2012","Inter","Fiorentina","2","0","1"
"2011-12-10","2011/2012","Lecce","Lazio","2","3","2"
"2011-12-10","2011/2012","Palermo","Cesena","0","1","2"
"2011-12-10","2011/2012","Siena","Genoa","0","2","2"
"2011-12-11","2011/2012","Atalanta","Catania","1","1","X"
"2011-12-11","2011/2012","Bologna","Milan","2","2","X"
"2011-12-11","2011/2012","Cagliari","Parma","0","0","X"
"2011-12-11","2011/2012","Novara","Napoli","1","1","X"
"2011-12-11","2011/2012","Udinese","Chievo","2","1","1"
"2011-12-12","2011/2012","Roma","Juventus","1","1","X"
"2011-12-13","2011/2012","Genoa","Inter","0","1","2"
"2011-12-17","2011/2012","Chievo","Cagliari","2","0","1"
"2011-12-17","2011/2012","Fiorentina","Atalanta","2","2","X"
"2011-12-17","2011/2012","Milan","Siena","2","0","1"
"2011-12-18","2011/2012","Catania","Palermo","2","0","1"
"2011-12-18","2011/2012","Cesena","Inter","0","1","2"
"2011-12-18","2011/2012","Genoa","Bologna","2","1","1"
"2011-12-18","2011/2012","Juventus","Novara","2","0","1"
"2011-12-18","2011/2012","Lazio","Udinese","2","2","X"
"2011-12-18","2011/2012","Napoli","Roma","1","3","2"
"2011-12-18","2011/2012","Parma","Lecce","3","3","X"
"2011-12-20","2011/2012","Cagliari","Milan","0","2","2"
"2011-12-20","2011/2012","Siena","Fiorentina","0","0","X"
"2011-12-21","2011/2012","Atalanta","Cesena","4","1","1"
"2011-12-21","2011/2012","Bologna","Roma","0","2","2"
"2011-12-21","2011/2012","Inter","Lecce","4","1","1"
"2011-12-21","2011/2012","Lazio","Chievo","0","0","X"
"2011-12-21","2011/2012","Napoli","Genoa","6","1","1"
"2011-12-21","2011/2012","Novara","Palermo","2","2","X"
"2011-12-21","2011/2012","Parma","Catania","3","3","X"
"2011-12-21","2011/2012","Udinese","Juventus","0","0","X"
"2012-01-07","2011/2012","Inter","Parma","5","0","1"
"2012-01-07","2011/2012","Siena","Lazio","4","0","1"
"2012-01-08","2011/2012","Atalanta","Milan","0","2","2"
"2012-01-08","2011/2012","Bologna","Catania","2","0","1"
"2012-01-08","2011/2012","Cagliari","Genoa","3","0","1"
"2012-01-08","2011/2012","Lecce","Juventus","0","1","2"
"2012-01-08","2011/2012","Novara","Fiorentina","0","3","2"
"2012-01-08","2011/2012","Palermo","Napoli","1","3","2"
"2012-01-08","2011/2012","Roma","Chievo","2","0","1"
"2012-01-08","2011/2012","Udinese","Cesena","4","1","1"
"2012-01-15","2011/2012","Cesena","Novara","3","1","1"
"2012-01-15","2011/2012","Chievo","Palermo","1","0","1"
"2012-01-15","2011/2012","Fiorentina","Lecce","0","1","2"
"2012-01-15","2011/2012","Genoa","Udinese","3","2","1"
"2012-01-15","2011/2012","Juventus","Cagliari","1","1","X"
"2012-01-15","2011/2012","Lazio","Atalanta","2","0","1"
"2012-01-15","2011/2012","Milan","Inter","0","1","2"
"2012-01-15","2011/2012","Parma","Siena","3","1","1"
"2012-01-16","2011/2012","Napoli","Bologna","1","1","X"
"2012-01-21","2011/2012","Atalanta","Juventus","0","2","2"
"2012-01-21","2011/2012","Roma","Cesena","5","1","1"
"2012-01-22","2011/2012","Bologna","Parma","0","0","X"
"2012-01-22","2011/2012","Cagliari","Fiorentina","0","0","X"
"2012-01-22","2011/2012","Inter","Lazio","2","1","1"
"2012-01-22","2011/2012","Lecce","Chievo","2","2","X"
"2012-01-22","2011/2012","Novara","Milan","0","3","2"
"2012-01-22","2011/2012","Palermo","Genoa","5","3","1"
"2012-01-22","2011/2012","Siena","Napoli","1","1","X"
"2012-01-22","2011/2012","Udinese","Catania","2","1","1"
"2012-01-28","2011/2012","Catania","Parma","1","1","X"
"2012-01-28","2011/2012","Juventus","Udinese","2","1","1"
"2012-01-29","2011/2012","Cesena","Atalanta","0","1","2"
"2012-01-29","2011/2012","Chievo","Lazio","0","3","2"
"2012-01-29","2011/2012","Fiorentina","Siena","2","1","1"
"2012-01-29","2011/2012","Genoa","Napoli","3","2","1"
"2012-01-29","2011/2012","Lecce","Inter","1","0","1"
"2012-01-29","2011/2012","Milan","Cagliari","3","0","1"
"2012-01-29","2011/2012","Palermo","Novara","2","0","1"
"2012-01-29","2011/2012","Roma","Bologna","1","1","X"
"2012-02-01","2011/2012","Cagliari","Roma","4","2","1"
"2012-02-01","2011/2012","Inter","Palermo","4","4","X"
"2012-02-01","2011/2012","Lazio","Milan","2","0","1"
"2012-02-01","2011/2012","Napoli","Cesena","0","0","X"
"2012-02-01","2011/2012","Udinese","Lecce","2","1","1"
"2012-02-02","2011/2012","Novara","Chievo","1","2","2"
"2012-02-04","2011/2012","Roma","Inter","4","0","1"
"2012-02-05","2011/2012","Chievo","Parma","1","2","2"
"2012-02-05","2011/2012","Fiorentina","Udinese","3","2","1"
"2012-02-05","2011/2012","Genoa","Lazio","3","2","1"
"2012-02-05","2011/2012","Juventus","Siena","0","0","X"
"2012-02-05","2011/2012","Lecce","Bologna","0","0","X"
"2012-02-05","2011/2012","Milan","Napoli","0","0","X"
"2012-02-05","2011/2012","Novara","Cagliari","0","0","X"
"2012-02-05","2011/2012","Palermo","Atalanta","2","1","1"
"2012-02-08","2011/2012","Catania","Roma","1","1","X"
"2012-02-09","2011/2012","Lazio","Cesena","3","2","1"
"2012-02-11","2011/2012","Cagliari","Palermo","2","1","1"
"2012-02-11","2011/2012","Udinese","Milan","1","2","2"
"2012-02-12","2011/2012","Atalanta","Lecce","0","0","X"
"2012-02-12","2011/2012","Catania","Genoa","4","0","1"
"2012-02-12","2011/2012","Inter","Novara","0","1","2"
"2012-02-13","2011/2012","Napoli","Chievo","2","0","1"
"2012-02-13","2011/2012","Siena","Roma","1","0","1"
"2012-02-15","2011/2012","Atalanta","Genoa","1","0","1"
"2012-02-15","2011/2012","Parma","Juventus","0","0","X"
"2012-02-17","2011/2012","Fiorentina","Napoli","0","3","2"
"2012-02-17","2011/2012","Inter","Bologna","0","3","2"
"2012-02-18","2011/2012","Juventus","Catania","3","1","1"
"2012-02-19","2011/2012","Cesena","Milan","1","3","2"
"2012-02-19","2011/2012","Genoa","Chievo","0","1","2"
"2012-02-19","2011/2012","Lecce","Siena","4","1","1"
"2012-02-19","2011/2012","Novara","Atalanta","0","0","X"
"2012-02-19","2011/2012","Palermo","Lazio","5","1","1"
"2012-02-19","2011/2012","Roma","Parma","1","0","1"
"2012-02-19","2011/2012","Udinese","Cagliari","0","0","X"
"2012-02-21","2011/2012","Bologna","Fiorentina","2","0","1"
"2012-02-22","2011/2012","Siena","Catania","0","1","2"
"2012-02-25","2011/2012","Genoa","Parma","2","2","X"
"2012-02-25","2011/2012","Milan","Juventus","1","1","X"
"2012-02-26","2011/2012","Atalanta","Roma","4","1","1"
"2012-02-26","2011/2012","Bologna","Udinese","1","3","2"
"2012-02-26","2011/2012","Cagliari","Lecce","1","2","2"
"2012-02-26","2011/2012","Catania","Novara","3","1","1"
"2012-02-26","2011/2012","Chievo","Cesena","1","0","1"
"2012-02-26","2011/2012","Lazio","Fiorentina","1","0","1"
"2012-02-26","2011/2012","Napoli","Inter","1","0","1"
"2012-02-26","2011/2012","Siena","Palermo","4","1","1"
"2012-03-03","2011/2012","Juventus","Chievo","1","1","X"
"2012-03-03","2011/2012","Palermo","Milan","0","4","2"
"2012-03-04","2011/2012","Bologna","Novara","1","0","1"
"2012-03-04","2011/2012","Fiorentina","Cesena","2","0","1"
"2012-03-04","2011/2012","Inter","Catania","2","2","X"
"2012-03-04","2011/2012","Lecce","Genoa","2","2","X"
"2012-03-04","2011/2012","Parma","Napoli","1","2","2"
"2012-03-04","2011/2012","Roma","Lazio","1","2","2"
"2012-03-04","2011/2012","Siena","Cagliari","3","0","1"
"2012-03-04","2011/2012","Udinese","Atalanta","0","0","X"
"2012-03-07","2011/2012","Bologna","Juventus","1","1","X"
"2012-03-07","2011/2012","Cesena","Catania","0","0","X"
"2012-03-07","2011/2012","Parma","Fiorentina","2","2","X"
"2012-03-09","2011/2012","Chievo","Inter","0","2","2"
"2012-03-09","2011/2012","Napoli","Cagliari","6","3","1"
"2012-03-10","2011/2012","Palermo","Roma","0","1","2"
"2012-03-11","2011/2012","Atalanta","Parma","1","1","X"
"2012-03-11","2011/2012","Catania","Fiorentina","1","0","1"
"2012-03-11","2011/2012","Cesena","Siena","0","2","2"
"2012-03-11","2011/2012","Genoa","Juventus","0","0","X"
"2012-03-11","2011/2012","Lazio","Bologna","1","3","2"
"2012-03-11","2011/2012","Milan","Lecce","2","0","1"
"2012-03-11","2011/2012","Novara","Udinese","1","0","1"
"2012-03-17","2011/2012","Fiorentina","Juventus","0","5","2"
"2012-03-17","2011/2012","Parma","Milan","0","2","2"
"2012-03-18","2011/2012","Bologna","Chievo","2","2","X"
"2012-03-18","2011/2012","Cagliari","Cesena","3","0","1"
"2012-03-18","2011/2012","Catania","Lazio","1","0","1"
"2012-03-18","2011/2012","Inter","Atalanta","0","0","X"
"2012-03-18","2011/2012","Lecce","Palermo","1","1","X"
"2012-03-18","2011/2012","Siena","Novara","0","2","2"
"2012-03-18","2011/2012","Udinese","Napoli","2","2","X"
"2012-03-19","2011/2012","Roma","Genoa","1","0","1"
"2012-03-24","2011/2012","Milan","Roma","2","1","1"
"2012-03-24","2011/2012","Palermo","Udinese","1","1","X"
"2012-03-25","2011/2012","Atalanta","Bologna","2","0","1"
"2012-03-25","2011/2012","Cesena","Parma","2","2","X"
"2012-03-25","2011/2012","Chievo","Siena","1","1","X"
"2012-03-25","2011/2012","Genoa","Fiorentina","2","2","X"
"2012-03-25","2011/2012","Juventus","Inter","2","0","1"
"2012-03-25","2011/2012","Lazio","Cagliari","1","0","1"
"2012-03-25","2011/2012","Napoli","Catania","2","2","X"
"2012-03-25","2011/2012","Novara","Lecce","0","0","X"
"2012-03-31","2011/2012","Catania","Milan","1","1","X"
"2012-03-31","2011/2012","Parma","Lazio","3","1","1"
"2012-04-01","2011/2012","Bologna","Palermo","1","3","2"
"2012-04-01","2011/2012","Cagliari","Atalanta","2","0","1"
"2012-04-01","2011/2012","Fiorentina","Chievo","1","2","2"
"2012-04-01","2011/2012","Inter","Genoa","5","4","1"
"2012-04-01","2011/2012","Juventus","Napoli","3","0","1"
"2012-04-01","2011/2012","Lecce","Cesena","0","0","X"
"2012-04-01","2011/2012","Roma","Novara","5","2","1"
"2012-04-01","2011/2012","Siena","Udinese","1","0","1"
"2012-04-07","2011/2012","Atalanta","Siena","1","2","2"
"2012-04-07","2011/2012","Cagliari","Inter","2","2","X"
"2012-04-07","2011/2012","Cesena","Bologna","0","0","X"
"2012-04-07","2011/2012","Chievo","Catania","3","2","1"
"2012-04-07","2011/2012","Lazio","Napoli","3","1","1"
"2012-04-07","2011/2012","Lecce","Roma","4","2","1"
"2012-04-07","2011/2012","Milan","Fiorentina","1","2","2"
"2012-04-07","2011/2012","Novara","Genoa","1","1","X"
"2012-04-07","2011/2012","Palermo","Juventus","0","2","2"
"2012-04-07","2011/2012","Udinese","Parma","3","1","1"
"2012-04-10","2011/2012","Chievo","Milan","0","1","2"
"2012-04-11","2011/2012","Catania","Lecce","1","2","2"
"2012-04-11","2011/2012","Fiorentina","Palermo","0","0","X"
"2012-04-11","2011/2012","Genoa","Cesena","1","1","X"
"2012-04-11","2011/2012","Inter","Siena","2","1","1"
"2012-04-11","2011/2012","Juventus","Lazio","2","1","1"
"2012-04-11","2011/2012","Napoli","Atalanta","1","3","2"
"2012-04-11","2011/2012","Parma","Novara","2","0","1"
"2012-04-11","2011/2012","Roma","Udinese","3","1","1"
"2012-04-12","2011/2012","Bologna","Cagliari","1","0","1"
"2012-04-21","2011/2012","Catania","Atalanta","2","0","1"
"2012-04-21","2011/2012","Chievo","Udinese","0","0","X"
"2012-04-21","2011/2012","Napoli","Novara","2","0","1"
"2012-04-21","2011/2012","Parma","Cagliari","3","0","1"
"2012-04-22","2011/2012","Cesena","Palermo","2","2","X"
"2012-04-22","2011/2012","Fiorentina","Inter","0","0","X"
"2012-04-22","2011/2012","Genoa","Siena","1","4","2"
"2012-04-22","2011/2012","Juventus","Roma","4","0","1"
"2012-04-22","2011/2012","Lazio","Lecce","1","1","X"
"2012-04-22","2011/2012","Milan","Bologna","1","1","X"
"2012-04-24","2011/2012","Atalanta","Chievo","1","0","1"
"2012-04-24","2011/2012","Cagliari","Catania","3","0","1"
"2012-04-25","2011/2012","Cesena","Juventus","0","1","2"
"2012-04-25","2011/2012","Lecce","Napoli","0","2","2"
"2012-04-25","2011/2012","Milan","Genoa","1","0","1"
"2012-04-25","2011/2012","Novara","Lazio","2","1","1"
"2012-04-25","2011/2012","Palermo","Parma","1","2","2"
"2012-04-25","2011/2012","Roma","Fiorentina","1","2","2"
"2012-04-25","2011/2012","Siena","Bologna","1","1","X"
"2012-04-25","2011/2012","Udinese","Inter","1","3","2"
"2012-04-28","2011/2012","Cagliari","Chievo","0","0","X"
"2012-04-28","2011/2012","Palermo","Catania","1","1","X"
"2012-04-28","2011/2012","Roma","Napoli","2","2","X"
"2012-04-29","2011/2012","Atalanta","Fiorentina","2","0","1"
"2012-04-29","2011/2012","Bologna","Genoa","3","2","1"
"2012-04-29","2011/2012","Inter","Cesena","2","1","1"
"2012-04-29","2011/2012","Lecce","Parma","1","2","2"
"2012-04-29","2011/2012","Novara","Juventus","0","4","2"
"2012-04-29","2011/2012","Siena","Milan","1","4","2"
"2012-04-29","2011/2012","Udinese","Lazio","2","0","1"
"2012-05-01","2011/2012","Chievo","Roma","0","0","X"
"2012-05-01","2011/2012","Napoli","Palermo","2","0","1"
"2012-05-02","2011/2012","Catania","Bologna","0","1","2"
"2012-05-02","2011/2012","Cesena","Udinese","0","1","2"
"2012-05-02","2011/2012","Fiorentina","Novara","2","2","X"
"2012-05-02","2011/2012","Genoa","Cagliari","2","1","1"
"2012-05-02","2011/2012","Juventus","Lecce","1","1","X"
"2012-05-02","2011/2012","Lazio","Siena","1","1","X"
"2012-05-02","2011/2012","Milan","Atalanta","2","0","1"
"2012-05-02","2011/2012","Parma","Inter","3","1","1"
"2012-05-05","2011/2012","Lecce","Fiorentina","0","1","2"
"2012-05-05","2011/2012","Roma","Catania","2","2","X"
"2012-05-06","2011/2012","Atalanta","Lazio","0","2","2"
"2012-05-06","2011/2012","Bologna","Napoli","2","0","1"
"2012-05-06","2011/2012","Cagliari","Juventus","0","2","2"
"2012-05-06","2011/2012","Inter","Milan","4","2","1"
"2012-05-06","2011/2012","Novara","Cesena","3","0","1"
"2012-05-06","2011/2012","Palermo","Chievo","4","4","X"
"2012-05-06","2011/2012","Siena","Parma","0","2","2"
"2012-05-06","2011/2012","Udinese","Genoa","2","0","1"
"2012-05-13","2011/2012","Catania","Udinese","0","2","2"
"2012-05-13","2011/2012","Cesena","Roma","2","3","2"
"2012-05-13","2011/2012","Chievo","Lecce","1","0","1"
"2012-05-13","2011/2012","Fiorentina","Cagliari","0","0","X"
"2012-05-13","2011/2012","Genoa","Palermo","2","0","1"
"2012-05-13","2011/2012","Juventus","Atalanta","3","1","1"
"2012-05-13","2011/2012","Lazio","Inter","3","1","1"
"2012-05-13","2011/2012","Milan","Novara","2","1","1"
"2012-05-13","2011/2012","Napoli","Siena","2","1","1"
"2012-05-13","2011/2012","Parma","Bologna","1","0","1"
"2012-08-25","2012/2013","Fiorentina","Udinese","2","1","1"
"2012-08-25","2012/2013","Juventus","Parma","2","0","1"
"2012-08-26","2012/2013","Atalanta","Lazio","0","1","2"
"2012-08-26","2012/2013","Chievo","Bologna","2","0","1"
"2012-08-26","2012/2013","Genoa","Cagliari","2","0","1"
"2012-08-26","2012/2013","Milan","Sampdoria","0","1","2"
"2012-08-26","2012/2013","Palermo","Napoli","0","3","2"
"2012-08-26","2012/2013","Pescara","Inter","0","3","2"
"2012-08-26","2012/2013","Roma","Catania","2","2","X"
"2012-08-26","2012/2013","Siena","Torino","0","0","X"
"2012-09-01","2012/2013","Bologna","Milan","1","3","2"
"2012-09-01","2012/2013","Torino","Pescara","3","0","1"
"2012-09-02","2012/2013","Cagliari","Atalanta","1","1","X"
"2012-09-02","2012/2013","Catania","Genoa","3","2","1"
"2012-09-02","2012/2013","Inter","Roma","1","3","2"
"2012-09-02","2012/2013","Lazio","Palermo","3","0","1"
"2012-09-02","2012/2013","Napoli","Fiorentina","2","1","1"
"2012-09-02","2012/2013","Parma","Chievo","2","0","1"
"2012-09-02","2012/2013","Sampdoria","Siena","2","1","1"
"2012-09-02","2012/2013","Udinese","Juventus","1","4","2"
"2012-09-15","2012/2013","Milan","Atalanta","0","1","2"
"2012-09-15","2012/2013","Palermo","Cagliari","1","1","X"
"2012-09-16","2012/2013","Chievo","Lazio","1","3","2"
"2012-09-16","2012/2013","Fiorentina","Catania","2","0","1"
"2012-09-16","2012/2013","Genoa","Juventus","1","3","2"
"2012-09-16","2012/2013","Napoli","Parma","3","1","1"
"2012-09-16","2012/2013","Pescara","Sampdoria","2","3","2"
"2012-09-16","2012/2013","Roma","Bologna","2","3","2"
"2012-09-16","2012/2013","Siena","Udinese","2","2","X"
"2012-09-16","2012/2013","Torino","Inter","0","2","2"
"2012-09-22","2012/2013","Juventus","Chievo","2","0","1"
"2012-09-22","2012/2013","Parma","Fiorentina","1","1","X"
"2012-09-23","2012/2013","Atalanta","Palermo","1","0","1"
"2012-09-23","2012/2013","Bologna","Pescara","1","1","X"
"2012-09-23","2012/2013","Cagliari","Roma","0","3","2"
"2012-09-23","2012/2013","Catania","Napoli","0","0","X"
"2012-09-23","2012/2013","Inter","Siena","0","2","2"
"2012-09-23","2012/2013","Lazio","Genoa","0","1","2"
"2012-09-23","2012/2013","Sampdoria","Torino","1","1","X"
"2012-09-23","2012/2013","Udinese","Milan","2","1","1"
"2012-09-25","2012/2013","Fiorentina","Juventus","0","0","X"
"2012-09-26","2012/2013","Catania","Atalanta","2","1","1"
"2012-09-26","2012/2013","Chievo","Inter","0","2","2"
"2012-09-26","2012/2013","Genoa","Parma","1","1","X"
"2012-09-26","2012/2013","Milan","Cagliari","2","0","1"
"2012-09-26","2012/2013","Napoli","Lazio","3","0","1"
"2012-09-26","2012/2013","Pescara","Palermo","1","0","1"
"2012-09-26","2012/2013","Roma","Sampdoria","1","1","X"
"2012-09-26","2012/2013","Torino","Udinese","0","0","X"
